100,
50,
12084,-5772,9896,-10923,450,14650,1815,-13881,10069,1047,-14423,1208,-15696,2706,-4660,11104,-2533,15611,-10260,11729,-14362,13295,-8682,-16133,2477,3435,-13745,-4538,10551,8005,11595,-2228,-2042,7161,14682,-15602,11021,-10014,13076,11922,-15548,7005,-13574,-8722,5613,16358,-360,-3370,985,4523
14534,13222,8586,-6869,-14867,3033,-12909,-11692,-12138,3600,8967,7201,3819,-7381,-6278,-8602,-10635,-4525,-12534,3589,-15748,-11814,12146,-7568,2959,-12345,-10292,-9005,2840,12258,7175,-495,2344,1299,2120,-2867,5081,-8973,10828,13798,-10942,-13454,2051,-7467,408,-4852,2382,-11267,-6707,14772
6531,-12219,-11520,1901,-11804,-13894,5155,-2514,14747,-13854,-5795,10479,8542,7229,13956,5006,10173,-12338,-9192,10752,-8662,-7460,15127,8689,5278,-8790,7956,-12757,12231,4361,13282,12067,-299,4895,10121,86,-4008,6745,-16380,7945,-10533,6623,-346,6536,-2740,12197,-3146,456,-9100,8259
-6460,4318,-15369,1247,11861,6076,13143,336,1810,10647,-15847,16150,2946,-14483,11216,9417,1836,11430,15414,-13148,-492,8099,-4687,-14334,-13651,8286,15118,2963,13292,16266,-14808,14538,12552,-11766,2193,-7905,1343,-5607,-5697,-13177,8748,-3716,-2155,5807,5361,8868,88,-4452,11803,-8174
-342,3765,-8594,-8847,-4765,-15298,7585,1491,-16011,16146,4579,3392,11917,10033,-11516,10412,-1967,-7620,-13570,13305,6317,-2937,15383,-12815,-1815,-2427,2401,8849,13751,-7807,-11619,9937,14944,-15616,701,7963,3494,-9019,-1205,-2770,3277,14152,12750,3623,-4759,-6950,3752,4655,8488,15378
4406,-11726,6266,-11106,8277,3071,-10962,-397,5198,-13004,-10761,4818,-2309,14498,-7877,-11367,-12625,5389,-3094,-3970,-14090,-2415,1400,261,-14540,6142,-2301,-13889,4112,-7832,-15595,3224,10836,-6221,-707,11251,8753,12067,-4691,-6488,5177,-5386,3742,3289,-15182,-6227,-2293,-9268,7081,-4961
11601,3413,2312,-14580,15350,-8716,14003,-1493,158,-4475,12467,1378,-9912,-14259,706,-10354,7097,77,3434,-3744,-13291,15057,-13801,-1889,-5563,-14684,108,-2961,5309,-1985,-16189,14760,7363,15364,2592,9804,10726,14644,-13776,-10760,-11482,-12170,-11855,-726,9872,2584,4407,6664,-3357,-4118
-15984,11963,14669,-12964,7416,-12200,14216,15221,-6652,-6607,-1303,14432,-1793,-1378,-1631,-46,-3483,8618,6577,3670,2876,-11098,-15750,15415,10099,16084,-13015,3783,10300,-13868,-9628,-16012,8904,-15972,-6252,2751,-1331,7902,-7282,-6542,14319,-4637,10072,-4114,14713,5015,-4838,6919,-10901,-10601
-12712,-6722,-1381,6030,-13014,-2312,-7522,-14657,5063,14258,-3181,11169,14917,-12211,-7886,-288,5182,-15721,2449,2699,8070,3112,2987,-2806,-9423,13843,-7323,-13000,-8871,-15200,-11193,-3260,-6861,-15514,13010,-14406,-6573,-13229,13180,-6515,4184,-14124,15582,-5129,-5202,-14664,7691,-11315,8734,-12031
-9380,14798,-6795,11463,10104,4133,-8397,929,2276,-3427,6733,9190,7912,-5250,-8790,4473,-6509,7555,-5581,9673,874,-2071,13934,-5717,14206,6402,-13549,8139,12549,9815,531,949,7962,-11290,3193,11103,-14091,6548,10179,14914,9014,4396,15769,-8069,-4395,14113,-15551,9340,-14916,3730
-3558,-4129,-3077,8814,9441,362,-11110,-15236,-6202,-15681,-12126,1989,-5895,8523,16262,-15063,-8536,12901,-15201,-1316,-1013,7050,-4115,4135,15806,-11665,-6209,2763,1572,3793,-556,11131,-936,-2977,1406,3665,-15653,-1017,11847,10916,-6355,10697,-15770,9761,531,-965,-13878,-13994,6275,9730
15649,3469,-1860,-4389,-11075,1905,2518,8499,-4777,14632,12218,16292,3055,-10393,1566,5773,-15685,-8641,15282,-376,-3530,12817,15756,11033,-4048,16138,8999,-11774,-11374,3405,13674,14671,-7600,-9451,11097,-13742,5171,1880,-2969,1109,-9755,12015,8695,16056,2191,14922,-15500,-4844,-489,-8560
3862,11747,-4015,7522,553,4445,-15841,-3893,-2348,-14070,-4203,79,891,-6622,15796,-16207,-241,8293,15128,-4308,6500,-3943,10924,-5452,8215,2779,5228,13237,2437,-13116,10241,13309,1935,548,-4989,-1854,713,9065,6269,10284,13195,-5713,13117,-7436,-1324,15899,10568,-1245,12298,13473
3574,-2788,-14647,6310,-249,6743,8945,-11684,-6997,-9960,7133,9007,-16098,3280,-1811,-3060,4278,-5159,-7850,11899,-1296,5457,-5796,4608,11820,13591,-2477,3628,10967,-7464,-16183,7648,-12607,13428,684,15348,-6375,-166,13284,42,5301,-8230,12666,3745,-7750,14687,-9944,-15017,9433,8591
-3197,-8781,-3557,3627,8732,-14682,5287,-14544,2672,13089,2428,-5202,13650,2655,-14147,-6324,4252,15973,-15668,10054,12050,12000,-12696,2571,10325,-9020,-15265,-1257,-7491,-14338,-5669,534,16140,-222,-11431,-6555,-12873,-3000,-1099,4013,-108,8482,15537,575,-8121,5298,7786,7499,8527,5731
9544,-281,-16103,-13623,6618,9390,-5404,2776,-6643,-15010,4757,-13703,8155,-9394,10879,-6963,15646,16184,16372,3430,-4251,-13482,-9499,-12423,4098,-6432,15767,-9018,15117,7975,10942,-5126,-7812,3640,-4318,3153,-3396,-4347,3220,5441,14124,-3919,-13219,-5218,-15018,710,141,-1259,-6521,6295
10587,-445,-10395,7986,-13461,11918,-11607,11019,-14946,-10273,-12995,-11047,-7667,16075,-1965,-11024,-15366,15068,5710,7415,2533,5585,9039,-10318,15570,-4115,2452,15169,3850,-12878,-13157,14967,14943,-1586,15597,14790,-8125,4984,4857,-10005,6789,-46,-2555,9774,-8639,-1087,5649,2445,-7412,9235
-10424,4733,16280,-3824,-13831,-10052,6024,16265,5287,12200,12794,-458,-5206,-10761,9314,1640,-9341,-6104,4205,13342,-1616,-7805,9943,-12915,15883,14764,16135,-10665,15624,-12007,5477,2952,-6417,13179,15155,-5574,-8236,12814,11183,12532,-9938,11931,3366,14139,-13749,-975,13967,-10337,-6633,-15320
4474,-12952,-9304,15454,6222,3813,10362,-13037,-1062,-3641,11660,15017,-4640,-6334,5284,-3064,9289,13055,-3867,3192,-7820,-2532,3458,11534,-10100,4999,-3273,-7562,6198,-12588,11351,-4293,-10616,-12876,12898,14187,14599,-3679,-14360,8742,12811,14733,9976,-12336,8233,-11038,11117,-8010,10865,14650
-12861,6388,1216,10469,13825,-3982,11331,12134,14472,-13003,-12032,11636,-4457,-2152,5446,-6282,15118,-10746,-2567,-4644,-1749,-5301,-9805,-5769,-10662,9505,3197,11201,-3128,-15914,5906,1358,9197,7069,-11490,13225,-3800,-8720,7802,13602,-14730,16273,-15329,15228,3119,14846,5083,-7241,-9356,-8577
16134,5491,-490,-14968,-11593,-14434,-16256,1315,10538,-8981,2675,-11125,-12244,-7497,8313,10919,7963,1932,-2532,-5307,-11355,-12679,13381,-607,5969,9773,12372,11595,-2124,11207,-187,-11140,-5657,7660,-6734,594,5183,355,-2765,15362,3465,6801,6706,2395,9986,-4708,-168,14707,10527,10607
2328,1376,-9713,-2509,-2502,13452,14460,9191,-10691,15107,11381,4430,-8766,-11135,12652,2185,-11700,-12006,-14877,10101,-11947,-5882,-13324,-7593,-316,-15842,11898,4154,16327,7635,-6184,-2325,14560,-11869,2731,10582,13617,3206,-1225,-15576,-9194,5917,-8376,-12099,-1025,6666,-5490,-9149,11337,13650
5178,12254,-1935,13515,-7012,6698,1234,-10450,-2436,8254,6714,9652,3273,-13585,-6217,-3195,-400,-14865,9589,-1547,12624,-8272,-845,12468,-6358,-5311,-10187,-1848,935,12611,-2188,-8779,-10645,640,1018,-1240,-10643,-7757,2198,4454,6463,-11998,-7912,-7019,-9461,5613,-12306,-386,-4944,-6287
397,14661,8470,4394,-14065,14310,9054,-5693,-13710,-3701,-11259,2158,-12342,10179,-13913,15884,-7683,3249,8359,12869,10429,-1289,11587,1174,221,7976,15974,4625,-7850,-11099,-3523,-1596,3274,-2997,-12749,-13781,9037,-3038,15091,9302,-10721,-4644,-11803,1008,-1647,-3140,2224,7017,-7851,4243
-7594,-6093,11954,-5178,3777,-4892,-8539,1219,4705,-2156,-6196,-2227,14101,8494,9565,-12047,-1035,-8610,-7748,-15073,-4074,8591,8996,-1454,-7278,-8375,9568,15234,-15024,-9062,-10095,-372,5543,-7895,14680,6850,3915,-8000,-11943,23,-13069,-7691,-256,-12552,-9848,-15280,-14486,-14747,-1636,-11902
11166,-717,-837,11287,3841,-4379,15635,5117,7501,-2673,-7669,6884,12610,9791,16048,-8248,5471,702,-12233,2916,16307,-239,5422,-16216,15727,1255,13450,12054,15670,4489,7192,-9096,7402,13836,10737,-5041,4323,5980,3929,5108,-11810,6939,-4920,14481,-2001,12570,-3174,-2974,6192,-13606
2505,15851,2177,6019,-10146,-15613,-2315,5987,11472,-8284,-12314,-3909,-4202,15299,-11030,7150,-2991,-9563,46,9962,13230,14121,9406,11287,5756,-6687,2323,-675,11021,14705,-1507,-2124,10895,-7168,10903,6275,10593,3349,-9248,9861,-12196,15062,11904,14962,3007,3139,-2261,6847,-9975,14037
-13722,16022,-13309,13950,-2295,11950,-3019,5953,3521,-15325,8842,-7869,-6613,-870,13476,-7374,12806,-2495,5452,5332,-7753,-1482,12869,13858,-8113,-14667,-10729,-14469,-11552,-9465,3559,1677,-10750,-4753,-6353,158,-14532,12752,16075,-11473,5346,-820,-2507,-3459,-8114,-254,-12492,-9169,-6049,-3190
-14704,-9943,-7502,4401,1040,2535,2028,2870,-2971,604,-8959,-12421,2619,6654,-4453,-6790,8549,-13832,1945,13508,-36,8276,13851,331,-11325,-4186,-8569,-7608,-10395,3451,-12895,-170,10994,13540,-10204,-6667,7820,-10992,-12538,-1825,-6517,-3491,1959,-15853,-9252,14677,-10198,9789,-10196,7319
-14315,14291,16047,-14498,11594,10796,3488,-10618,-3548,-5250,3490,-5784,-1238,-10088,12742,5106,-7926,12247,-15282,-13276,14107,14692,11866,-8720,12890,-220,146,-11253,3324,13822,10954,4947,-3060,614,14112,-10761,5572,-7138,-10561,-10634,14501,8994,-9412,10291,3541,-8724,-1243,12609,-1825,-12545
11823,2225,-4517,2926,9043,-2617,-11728,12305,117,-15326,-5733,15315,-8266,-3721,8164,10630,-5070,1376,-8138,-14239,11152,-15652,-12055,-10162,-15477,-10145,7447,4901,14262,-4040,-15947,11123,-3363,-237,13213,-13922,-6308,7596,-1400,-14656,10058,12997,-5643,15384,5331,9681,1551,7842,-6087,-15278
-14919,-8026,-1365,14941,11909,-3767,-10192,11797,-14315,16041,3394,-6283,5128,397,-13660,-15783,-13199,-1966,7173,-10306,-9141,4338,-2470,1157,4666,-4539,-8433,5227,-10817,11665,-5147,-7709,-971,-14313,13759,1729,-11215,-14192,10347,435,2891,-10584,11080,-11764,-11618,-3260,-12098,-6947,14666,-5178
-7931,-3683,-5071,-8474,8312,309,4263,13107,6252,-11170,-11303,7738,-8571,14787,4357,-10918,-14287,-5748,-13656,15525,-9562,6441,10823,5835,10834,12153,10182,9181,-1097,198,15776,11277,-12602,-3084,830,14805,12625,3729,5029,5765,-3924,4851,-10968,11449,-5764,12480,-1553,10757,7178,9535
3199,14936,-13150,3574,2099,-15345,8991,13280,7096,13635,8741,8818,13312,-15415,14450,2142,15356,-4765,-5508,-10272,9132,15734,-3866,-3058,1040,795,14630,-14750,-16071,-11142,-4274,12327,9960,16308,1249,11393,-16338,-11566,14845,-12400,14857,-5478,5990,4964,2063,-6146,9794,-907,-8496,550
-4332,-2587,-5196,14470,13409,11776,-1221,-11190,16298,-928,-9737,-12516,6255,-2686,9749,-3740,11929,8454,1044,2477,881,-8938,-14951,2751,-1700,-1367,15130,-6461,-7048,-7333,-12774,-390,-1918,4259,-234,-7504,-3008,-2385,-10460,-14540,5698,3484,-4334,-8406,266,9397,-12546,-15171,8807,2960
3858,-11863,4465,-722,6765,-9265,13268,-7178,801,-7670,-9035,14408,-12792,-9827,9423,-9391,-5867,14978,4037,10012,-4317,14188,-1069,-14275,-6113,4596,8022,6889,4763,-1143,12354,3803,16082,13121,14382,-11592,10565,-14928,-2106,-12480,-6204,-7039,15584,40,7414,8120,11427,-2879,-3310,-1871
5613,-7572,-2860,-6155,-14016,-5577,-129,-12845,-12483,780,-60,-1387,7001,-15074,625,14787,8914,-9874,13230,-11093,8479,-9121,-14750,-13566,12765,-4367,394,-5191,2361,-15634,-5918,6206,-6798,3860,-7823,16119,16339,11226,-8739,5865,20,3917,-5883,10690,-8983,13195,16197,11581,-1476,-12114
6091,933,6129,-13077,11794,2662,6683,-16297,-7152,9122,-8288,-5695,-15702,-4566,-11658,8226,-8071,-2437,229,4077,-3513,654,7636,4568,-7131,-1538,106,-3849,13297,-6287,5897,4710,15041,14009,7582,-6636,3312,13148,13557,14468,15564,14108,-5104,-10650,1066,9721,-13313,12096,2873,5772
3914,8876,3515,12559,-13309,-11573,-4179,7046,-7403,-4714,-9684,-14984,6491,-3823,-4178,-3043,-2498,-14877,1734,7047,6450,4353,7771,14644,-10291,13163,2672,4671,15654,-4845,-10334,-15426,14809,-12631,2434,8593,5316,7688,1466,-7875,-5977,8315,14286,-2708,-4952,-8968,-8461,93,6537,14646
-5078,13474,-8488,4731,12161,4770,2831,-8142,-12837,-16325,16350,-4398,-6819,14200,-5904,13688,12573,12141,1988,12662,11687,4540,11815,-16103,6826,-11378,960,3845,2547,-4135,-9609,6541,-3288,11172,-6307,-11562,-15200,-7485,13461,-5861,-7443,2628,-5428,-4050,8671,10193,-9120,1105,8259,-2931
-12521,-10399,-3327,12131,-1977,-2517,-3139,-3572,14350,1277,-8526,16283,13387,6167,2650,-7991,10049,-6442,-12606,8583,-433,-15353,2964,7356,-3259,8721,-12091,7235,-10364,6685,11059,-7011,-1884,16318,-13938,-10543,2058,15228,3911,-16050,-9544,-12059,12023,-10969,-9204,-5802,-883,-1960,-15823,-70
-10029,-7725,11720,-2936,-2629,13920,7552,3709,1078,13972,10973,564,7537,10961,-1063,16149,-8043,9677,13429,-13504,-15969,5461,-11284,-2474,-6118,-13393,5781,2963,-14768,-4178,-10362,-1087,10672,-11901,-14062,10506,-15515,3834,222,15905,-11931,14998,7292,-5759,3622,-14063,-13207,-8080,10331,15194
-12124,11658,14097,10408,92,-6645,-10888,7953,-9446,-14074,2625,12188,-4691,-12788,14152,9484,7861,-8775,-6692,12755,4415,7863,-16034,-13950,-3333,8171,-6562,-350,3898,3101,1764,15754,-1100,-13670,10966,-15850,2914,6022,9742,12726,-5357,2044,8203,10589,426,3272,-8946,11503,-5114,-4411
2073,3708,-11176,-11252,11378,15459,-1505,-6022,-6410,-7091,16233,-4425,-105,287,-4041,1833,-4047,1820,3379,-3684,-1855,12419,11180,-5327,9693,9667,4771,-9173,-930,-9687,886,2093,10951,-4805,2388,13497,-9915,12989,-1445,-5510,-13550,-496,12259,10248,-6304,7317,-10872,-12577,1427,-8207
-15549,9876,1375,687,6473,899,-1769,15821,-11133,14494,-3918,3762,7235,-10444,5381,-13480,-10249,-9204,5988,-3384,-4179,4009,-5226,15293,14821,14666,-5063,-10260,13068,10502,13799,11383,2799,8569,-9019,-2188,15337,11586,-16101,7430,13175,14374,11197,419,-13278,-15448,-16138,12529,1904,5435
8547,12934,-14052,8730,-11537,3274,-5578,-1764,-2521,-3948,-10795,2433,-4132,8427,3229,-5728,-4936,2057,-3280,5528,7527,12694,11574,9877,-16307,-8803,-10465,3980,-696,-7964,1959,-11164,16106,13907,-8831,11448,-9808,9602,-14159,10912,-14901,-8437,9769,3832,14843,-4211,108,12267,-12687,8921
7651,3390,-13655,-3798,-9560,-14379,-15659,1089,15890,-8784,15479,2411,5776,15924,13244,-15291,3043,-10303,2873,4241,-970,2054,13914,9688,-12240,-5325,-8881,16213,-13363,-8774,10097,-16038,-5336,-7509,3016,-6014,-875,-2033,2346,7906,-4898,-15360,15129,-10593,14682,15180,-5267,1389,2329,4820
4081,-1727,4465,-1909,-5106,1397,4851,-8766,11083,6048,-821,-10033,-11306,98,-431,16340,-2460,6456,8513,7852,8655,4443,-5832,-10102,16045,4040,-786,-10212,3269,-12206,59,3901,15869,5458,8945,-6516,-6585,5430,-4835,-10952,13506,7775,-7070,14627,-2255,-1853,2556,-11838,-8953,-12048
13134,15903,-16057,-7412,2060,4032,-14682,245,-15622,-3902,11070,-4253,3396,-15748,-13084,-13076,-8367,15693,-7812,-8417,-12481,10224,15933,-8630,14185,-14631,15522,5844,7931,-11575,-2639,8296,-628,13288,7742,-15090,-9296,-14308,-424,5154,862,-7451,-3420,15495,10942,4240,12783,2027,10237,7306
2192,-3615,-14455,12828,15758,-237,5344,-4448,2641,12685,4118,-10947,-2259,4858,10970,5136,-2115,2678,6539,-15323,-14490,-6484,343,-14188,12542,-10837,15606,375,9719,-11865,10380,-6957,-15441,-2603,-3925,-7094,974,-15719,9074,-10445,16076,4299,-8614,-9756,-3060,2607,-8443,7738,-6590,14717
14041,9189,-11202,2141,-1446,815,-13316,-7717,-16372,4919,-9603,13300,8140,-10339,-2479,15298,-527,-12007,9079,-15128,9205,4696,5844,3659,16066,1508,1943,4725,-544,-14187,361,-106,14716,-12798,-9196,-6371,-4247,10869,-8944,10731,-3506,14817,-12981,-5537,-1208,-3474,-10533,3630,-6163,-15410
350,14608,14134,-1435,-10087,6019,67,9143,13845,-5194,-4232,7691,8852,845,6872,15757,13128,460,-7682,-12726,7141,-10695,8856,871,-13691,15409,12765,-3514,7983,15521,-12285,14457,-11806,-14231,11104,3246,-10471,8285,1267,15447,-11436,-3753,-9042,658,13410,-6558,-2967,4131,10708,3663
-8983,9471,-9924,-9183,-6105,12543,3849,-404,-8184,-3395,-14622,478,-6631,-9280,-5595,2258,982,13379,-8165,1600,5301,-7466,-16362,-13967,-16,-12211,13562,-7153,-537,8020,6427,162,-11473,10732,8799,-11952,-14837,-4444,4429,-14558,-3957,1308,14859,3109,14430,1420,4870,-8976,-7162,6520
-8208,-11862,-9652,-2226,-4984,-13453,12107,12085,9736,-15611,-4061,1503,13589,-8640,13480,-2111,-7704,12254,-6848,4864,12715,15331,7123,13864,-14719,6682,-3744,-13807,6556,-14165,-15918,-16356,-11047,16078,2308,14927,4633,1648,-1870,-6051,442,-10660,4309,-386,-615,9750,12634,-2612,-3204,12587
-8817,11534,15694,12355,15735,5074,5978,-10563,3579,6731,5542,4542,12951,10824,8333,1141,-356,13029,-14282,-16226,13395,11116,13380,8618,-8188,7158,12391,8386,1440,-14675,-4733,-3559,4919,-785,10903,-8605,12100,4123,12402,-12679,13005,-3801,-1522,-5,9020,-1718,-6729,15381,-745,13048
