200,
200,
12146,14630,16295,-5286,-16272,-11208,8057,11015,14809,13925,-5425,7685,9178,453,6435,6486,-10565,-11242,12122,11355,855,8281,9881,54,8903,6404,12186,-2166,-12404,12505,-10626,11939,4036,1669,-6145,-5366,-12454,3714,-4845,-8786,3169,618,-11444,8488,7963,-577,-5719,7863,-7801,15913,-3515,-11472,16086,12547,13355,-7012,14614,11341,-9628,-15141,-9471,1214,15327,9698,3502,-2930,-5091,10891,-7056,15222,6768,5598,-6988,-13047,-11311,3020,-6718,-353,15552,-8446,-4442,5595,-16242,-5057,2873,12529,-8338,6694,5318,6609,-16006,4303,-2583,-11034,2445,-12874,-11190,1446,11642,2865,8900,-13939,-14626,-4925,15479,-1619,10585,-11156,-11972,5301,-13527,15516,2830,11305,4617,3098,-5401,11048,12940,-6723,-14751,-9027,-12105,4001,526,-14633,-13844,5926,4699,-127,12034,-5229,-10987,-15261,3282,-1774,-10017,4618,-15308,7025,-8310,-9189,-5713,-9759,10391,13516,2603,-10236,14313,-2189,-3206,8216,-1488,-12726,-13060,5137,-10268,11197,-9516,-10179,-12360,-1876,14641,11805,-12767,11889,-7450,-12004,408,-2024,-10767,15455,-6915,-6295,-3892,14259,5523,11101,14190,-5345,9210,-6255,-9461,4985,11694,-8022,5121,-15453,-14349,6163,1308,-4656,-13987,-4699,-9627,-1273,-3934,-3078,-3574,-8196
-7773,-1891,-6163,-11662,5649,3486,-10299,9301,11232,-11578,8263,-5328,2942,-1397,3352,4302,15479,8541,-9219,-433,-3466,-4360,-15362,10950,904,12757,-8560,2076,-13356,11574,3517,-3560,-8461,-263,-12287,-10919,7820,-2285,-5714,-5031,3503,9245,-8760,14767,-11196,3994,-15962,-11108,-14154,-3998,4415,7759,-12889,-3277,-5894,-3708,-2923,-11177,-544,-4545,-14130,8050,-7315,-13368,4811,-13466,-5701,-15795,10176,7818,-2957,2860,14617,-3880,-12092,-7585,3767,-7457,-1758,5485,9540,-6894,-569,4553,5255,-3944,1547,749,-6997,2755,-237,-1889,-5212,7618,5248,13950,-2553,1234,-7572,-7221,4706,8499,-1870,-5834,13959,-10735,-12840,7933,14407,4729,12582,9317,-13530,6894,-10598,5886,-7814,-11173,4465,-11659,-12329,4309,-2796,-11221,11898,-15303,15297,-5708,-2865,8898,-15978,-9211,3236,-14325,11497,16269,14529,-5955,-14145,15884,-7338,-3737,-6925,-5947,11713,7923,-13711,14091,-619,15422,-2808,8603,16346,-5669,-2129,-8661,-14970,15953,2547,5043,14555,10293,-397,2633,11691,12254,3420,-6884,2278,11813,-10328,10812,5577,8792,7686,-8273,7857,15724,-15213,-8730,6988,5134,7229,-10380,-9154,11359,-11014,-16123,1616,13812,-6303,-10173,5357,-14455,-13638,-3588,7797,1030,2829,-7090
15123,-14837,-9968,2434,10758,15489,9802,-16040,-4983,1707,11710,-8748,-4642,-13382,-4347,4436,5941,743,-9286,1454,-13659,-9131,-14553,-13551,4740,4419,9941,13851,-114,9987,4634,-15667,-3804,-14103,14282,3190,-8643,-9548,-11350,-598,7887,7257,-4747,1049,-3014,-8642,3073,5057,11210,8136,-5627,-9420,9364,-14543,-12138,2293,-5716,-3296,12348,8524,-7424,-1603,-16319,15995,15985,13089,1775,6852,5133,9014,6830,-7378,14688,14930,12838,14683,-8570,-952,-11904,4162,10116,5487,4263,12368,11861,-15866,-8432,-4374,4455,-1220,85,9606,-11519,11095,-11007,9620,4604,7440,-6758,8776,5238,4385,-6387,-2602,2002,-8083,-5756,12566,1983,1540,-8562,12244,-1430,12773,758,10201,5979,7609,11493,11479,11859,6331,-7299,-4709,15539,951,14183,2697,8630,36,3524,4162,13420,-3266,11438,-12264,-15235,-13567,-4407,11781,6254,-14875,1421,14866,-6358,-7678,15198,-1609,7509,13451,-9143,15179,1610,-15943,5903,-10997,2468,-9709,-9831,15578,-6677,6115,10233,-15296,13131,-2537,-9761,9211,3203,-5738,-4050,12247,6911,12160,-15275,3043,-11811,-15081,10993,11461,1595,-13337,1466,14910,1688,-15121,6105,9464,-7610,9155,-15127,-205,-12942,-9467,-1125,-2285,-4958,-3836,4672,9831
12976,12460,14416,-7444,14329,166,-3304,5121,15811,7357,10436,-15874,-9476,-13222,-427,-5128,-14188,-5217,1634,1092,-1013,1046,14525,-11469,790,990,-7962,-9083,4787,3525,-3682,5654,-2793,5880,-10642,-15679,-9468,-10134,4565,6204,-1231,-14342,15820,-7678,-15021,14303,-1767,12871,14003,-2702,-10728,14049,12663,-15998,2817,-9751,16238,4004,6714,13322,-15166,1743,-14670,10959,-15968,-6493,-15545,11916,-7363,1500,11204,10668,-14174,-2380,7491,-7784,6465,14622,-15974,12250,1757,-1858,-6326,8731,-9457,12299,-7530,-15183,2119,-13551,13839,-1178,13913,-4236,1486,-7938,7778,-1207,-11761,-15110,-9632,15427,-14557,9586,13729,7043,-1648,11318,1934,-15474,-3509,-8345,12980,3628,16292,5059,-11448,3388,-15501,3188,-3201,3088,12954,-3509,-5701,-10412,5151,-11839,-15814,11948,3323,60,-15970,12718,-6468,10796,4350,1231,-249,9181,-6464,6004,5677,-9366,-4500,-15465,15585,6450,-293,-14364,13503,-9914,-4720,-4757,-774,-15655,2525,-11222,-7452,-8396,-16114,-5404,-4647,5666,1136,-13114,-14136,1223,-2857,7702,6372,-2549,8495,-1510,4941,3650,1134,15683,-4598,9361,2322,-13143,-7920,14799,4473,-370,-4896,-8052,111,-4062,5336,-15328,-6217,-8139,-1991,15589,-15791,6569,-4845,-8934
15154,-14883,-2394,-2691,11189,-2237,15671,-11648,10273,-919,7481,-5085,-12716,-11715,-5572,-4092,640,-3863,8909,15843,-6008,12304,15295,-8192,4025,1008,-5203,4349,-13105,985,-1878,8531,16209,11624,-2617,10649,-4622,4677,13267,-9998,-3342,-11763,10640,6445,12201,16108,-4953,-15443,-6316,7709,-11154,-10731,-7128,-10624,14531,-1703,5884,-4306,12493,12106,-7662,-7999,5183,11707,14281,11935,5728,-4911,-12350,11291,-8226,14512,4652,1293,-2105,5148,6294,2380,8227,9504,-12947,-3063,-6753,979,-1642,11197,-7371,97,8563,-14710,1467,-1512,4541,2169,2854,11133,240,-4712,-9943,-10900,-146,-8192,1501,-5555,14433,15535,-9725,-10138,2317,-2936,-3365,-2905,-11692,-6970,-298,-402,12972,-829,15048,-3324,-3338,-15207,-8919,10973,-3025,-1178,12164,-7110,-5995,-7738,-7707,-11092,-6658,-10436,-3127,-4415,2346,-4165,7710,14193,11185,-6878,-5891,856,-60,-3891,4645,10512,-10601,-13844,-6801,14717,10695,12123,-6989,-840,238,-9756,-3388,-844,2580,2664,-2545,-12475,10009,-10115,-15816,-15472,-5236,6905,-12455,-13719,5780,6333,-720,-14169,7969,8523,12363,-7493,8906,-15213,-4070,4042,-8199,14250,-15363,-325,3286,-1412,-11654,15877,8872,2743,16349,9967,-3168,-9613,120,3483
10171,-14977,2828,14252,-11015,-6669,2639,3187,12543,11560,-6461,-7214,-10772,-8732,7913,7899,15184,-14582,-14892,13220,5929,-14584,16184,-15096,-8579,9111,899,-7390,10029,-14838,9505,5091,-8245,1634,-11614,-10935,1803,-9661,-12069,8300,3625,1536,-12327,-2714,-8842,11949,10897,-970,10349,-12460,2719,9471,-13255,10059,385,14250,-15185,4777,-8691,-6506,-4848,7315,-4173,-15173,8236,1519,-10805,-11070,-4501,2122,11774,-12282,6319,-7544,12153,3871,13052,1008,-14955,4760,6438,-1917,13203,-3297,-15433,5445,10345,-7922,13941,9710,9361,696,-2870,-8789,-14650,12410,-2419,-4197,-752,1352,799,-10393,6874,8027,-2004,-8425,-9311,2500,4956,-4606,4243,6276,-3153,-15629,15589,9782,1289,3291,-7977,6894,-4431,4498,1543,11800,1876,-9471,-2044,13490,2817,13618,-11941,6132,-10566,15968,-10388,-4325,5257,3970,592,14769,-2767,15851,-9587,-10588,-5576,-9809,14055,-8396,15093,-3228,-741,14820,491,11708,3733,14092,-10584,-3604,1648,6420,-16015,14560,-12357,-7637,13304,-12964,7923,9283,-41,-5247,15713,780,-5691,-14903,-6641,-8437,5682,6352,-11870,-8510,-3600,15686,128,7925,10635,-9606,-4549,-16265,3488,-10185,-10996,-6869,12800,2262,4175,307,-1482,14731,-11458,-1368
8836,-13028,-9205,-13609,14308,9560,12206,14158,-9815,-15141,7,13455,4235,2869,3881,6691,-15743,-6076,7249,-5093,-10606,-7828,-12976,10417,16054,-8129,4388,16344,-8184,3201,10193,-2731,-3176,-3544,-6467,-2775,12907,-4130,8128,-14033,-242,-9569,-13381,14635,9810,-13892,12718,2687,-1133,-8797,-2295,-9265,-10315,6601,9696,-9950,12490,3926,-11348,9061,10690,-14957,3223,-2860,-11798,-12799,-7113,5941,-5971,6189,1725,-13718,13364,13872,178,4759,-5431,-719,-9116,6400,15171,2560,-1647,-4504,-14749,-3112,-11173,-4152,11249,-12099,5316,11263,13711,12670,15832,-1196,9473,-12281,-4414,-7877,16101,8349,-5738,14482,-9466,-14435,-9756,-12304,-10865,6321,-8733,-10779,-5036,-11199,-2529,-8523,4103,7864,4663,-12558,-13822,13836,-13863,14950,-2718,-11539,9476,7370,1889,-8786,3922,11316,-4469,10304,-643,2147,-148,2151,-4736,-10529,7809,5760,1184,-2582,13907,-15876,-12723,-1452,-6621,-4798,-4349,2900,9573,-395,9799,-16371,-1786,-3527,-13934,-4545,-5937,-8308,-12741,167,-15489,3804,-4769,-14195,4962,-8456,13685,-2591,-1379,13958,-10592,5243,-10078,-11706,12903,-3272,13693,-2966,14069,-6203,2780,-6736,-12524,737,-5250,-4651,5125,8889,-5122,-10063,9714,10708,-6117,8822,-7574,5147
-13906,12032,7938,8315,-11120,12034,9099,-14038,16029,10521,-4902,-11371,14577,14557,2805,-13487,12655,-9475,-985,14551,10062,-15836,11872,-3067,-6087,-10554,11116,8175,-5403,16244,12212,13102,-9890,10503,-10761,7022,7659,11763,-1959,-9110,4293,13725,12783,2388,12651,11785,12702,16161,-11979,-13656,-11680,-7772,9044,14800,-3295,-14570,-7582,-3721,7184,14924,5443,-12368,-574,15876,16015,7292,-10422,11762,13083,-1258,14639,-643,1685,-5477,-9528,-2973,3255,14906,11611,1410,4908,5672,2007,3408,-9006,15219,15147,-5969,202,13511,-10173,-7128,-7432,-10017,-1066,-73,7288,-7660,-2170,-13261,-1368,9197,-6304,-12734,11930,-13995,-13556,-12736,8965,4909,-13581,-946,-8229,4209,-7698,12859,723,16315,-11350,2309,-1361,16272,-8615,-3830,12205,-3510,-10891,-12436,7100,15641,12256,1403,3844,11727,13850,12977,-2083,-14173,4321,-7050,-9598,-3584,-15628,1317,15122,2399,7904,-13318,-11740,-1385,8355,9843,2793,4737,-12557,10263,-2452,209,1378,9336,13723,-15356,15849,-4623,11465,3303,-4806,-6388,6187,-3824,12743,-11107,1589,-9184,7676,-4879,3992,12010,-6716,1117,-14465,-13553,13400,-6765,-4278,-14471,-10499,-5652,-10970,5417,-1770,-5595,-1981,-5182,259,-9083,-1994,-479,5626,-14884
15842,15094,-9126,-634,-8012,-15034,-13848,-7156,-13869,13322,-4908,14194,314,-3898,-10832,-1627,8624,8961,-1565,-5671,1360,15107,11480,-7300,-11779,7880,-16335,11992,-8024,-114,2461,5407,9296,-6692,-15891,2573,-13989,14782,-8009,2968,3713,-1073,-14962,11874,3975,-14528,1562,1896,7881,2902,9127,7260,8526,365,-8798,6372,-6687,-3374,8587,-4695,-5473,-5606,-12982,8022,8409,1079,-1669,-9383,-3506,-9837,10746,14019,6378,3821,10756,-14569,13523,-6923,-7890,2229,8058,-4299,-15755,-11260,6110,-7393,-478,-8871,-10079,2407,2359,-11213,9502,11636,-3270,-10118,3526,13608,6133,10301,14878,-7312,10221,11961,12853,-1822,10322,-3096,-13917,-16237,-14804,-5960,-7729,16228,12750,-14953,9421,-8453,8895,450,-10506,-1134,6120,-13614,1009,1623,8980,-14846,-2601,-12837,9733,-10446,-9932,-8108,1501,-15278,14690,6865,-3252,-3724,-10779,10088,3254,-8300,-12078,2393,11731,-13155,-11029,2744,-2104,-12715,1206,3222,-15136,6197,9628,3034,-8769,1890,12003,3242,-8678,-4001,-14490,-10228,-10148,-16033,15416,-16345,2660,2439,-1014,-5845,-3560,-7230,-11914,1369,3431,-13535,12199,-8721,-8034,2891,-10570,10146,-10222,-1510,4495,7722,9219,14005,-5089,9722,6987,12265,-7125,2817,-5148,6692
-954,-13146,-650,6478,11892,4502,-10911,14618,-15937,16096,-9872,7896,-15671,-4218,14535,-8952,2886,-5039,12558,-9596,-6225,1844,-15367,-5099,14326,-10139,6779,-1534,-580,7787,-13421,1407,-12138,330,-7463,-489,-1592,12916,13825,-7291,3726,-6723,15696,10077,13187,11089,15485,-891,-5775,14914,-16026,832,-11547,5750,-6338,-7675,7042,-4152,4653,2761,-8961,15937,1533,3261,11616,-15519,-8269,-15733,1355,-6152,-14098,-1429,-12084,-1183,-8667,-15105,3325,7917,-10593,11089,15968,1739,-3428,15378,10156,-576,12247,-15915,-1324,-13219,16379,16140,11227,9413,-14576,-16354,-5422,-12508,15611,-13407,4135,-7432,-4872,-12599,14435,-8387,2524,8357,10168,-508,-1096,-8286,-11041,-4703,-8593,3370,1695,1949,13319,366,9473,-12971,-3372,13949,8646,-13823,-12920,-5082,-3730,-13997,14538,-12438,-1809,-455,13131,-135,9517,450,14383,4081,-286,-4834,13803,-12343,2079,-4960,-4719,-14966,9938,2543,-4589,-2318,-4570,-3856,-6342,3458,10312,-7122,-2045,-866,-13088,-12135,13147,-4025,11217,-2304,-5369,-4745,1708,-10654,2935,349,-14129,-9785,2969,-8705,-3756,3031,-13092,-3967,-2485,-360,4666,974,-15008,5332,-8834,-7010,901,4257,6686,2534,14673,-13748,2324,-11145,-14844,10863,-13665,1523
